,id,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,day,valence,year,duration-min,mode*tempo,month,rp>0,rp>1,rp>2,rp>3,year>=2000,year<=1960,year<=1980,year<=2000,year<=2010,year<=2020,regression_popularity
30,8101.0,0.8190000000000001,0.622,0.326,0.0,0.536,4.0,0.7190000000000001,-18.177,1.0,29.0,0.49,2010.0,9.1,100.45299999999999,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31,10157.0,0.6609999999999999,0.342,0.8079999999999999,0.0,0.0234,2.0,0.10400000000000001,-7.222,1.0,3.0,0.418,1965.0,2.7,138.657,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32,8044.0,0.682,0.501,0.374,0.0,0.0,0.0,0.276,-6.489,1.0,1.0,0.813,1977.0,2.2,166.69099999999997,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
33,3082.0,0.00998,0.917,0.529,1.0,0.0,1.0,0.0884,-3.785,0.0,6.0,0.289,2020.0,2.5,-122.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
34,7102.0,0.000891,0.48100000000000004,0.94,0.0,0.0,7.0,0.0939,-5.204,1.0,16.0,0.66,2000.0,3.2,96.493,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
35,3625.0,0.861,0.49,0.297,0.0,0.0,0.0,0.0979,-6.504,1.0,2.0,0.27399999999999997,2020.0,3.9,127.079,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
36,14161.0,0.736,0.7190000000000001,0.22,0.0,9.4e-06,11.0,0.11800000000000001,-11.811,1.0,1.0,0.168,1994.0,4.3,115.375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
37,13752.0,0.153,0.457,0.602,0.0,0.897,7.0,0.132,-11.774000000000001,1.0,1.0,0.769,1979.0,2.7,129.507,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38,7119.0,0.9129999999999999,0.652,0.267,0.0,4.91e-06,8.0,0.0986,-10.134,1.0,1.0,0.9009999999999999,1927.0,2.7,143.142,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,11726.0,0.988,0.5489999999999999,0.276,0.0,0.883,11.0,0.154,-17.845,1.0,1.0,0.846,1946.0,3.0,143.393,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,14714.0,2.62e-05,0.345,0.914,0.0,0.000352,9.0,0.16399999999999998,-5.145,1.0,26.0,0.188,1990.0,6.8,150.149,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
41,4236.0,0.9540000000000001,0.596,0.145,0.0,0.0012699999999999999,4.0,0.687,-16.797,1.0,1.0,0.643,1994.0,2.9,80.03,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
42,15490.0,0.996,0.544,0.364,0.0,0.85,7.0,0.266,-14.157,1.0,12.0,0.674,1925.0,2.5,133.778,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,3275.0,0.551,0.638,0.605,0.0,0.0,9.0,0.10099999999999999,-6.14,1.0,1.0,0.8690000000000001,1964.0,2.8,133.748,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44,13169.0,0.958,0.53,0.14300000000000002,0.0,0.49700000000000005,8.0,0.278,-17.471,1.0,14.0,0.11900000000000001,1959.0,7.4,125.464,12.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
45,12880.0,0.0217,0.84,0.41200000000000003,0.0,0.784,1.0,0.040999999999999995,-14.23,1.0,1.0,0.963,1967.0,2.6,122.807,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
46,7183.0,0.395,0.5489999999999999,0.636,1.0,0.0,10.0,0.0974,-3.923,0.0,1.0,0.6609999999999999,2005.0,4.2,-182.363,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
47,6916.0,0.000851,0.6459999999999999,0.716,0.0,0.757,1.0,0.179,-11.665,1.0,3.0,0.53,2020.0,4.5,124.008,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
48,13867.0,0.0144,0.603,0.9079999999999999,0.0,0.0,11.0,0.6709999999999999,-5.254,1.0,24.0,0.457,2000.0,3.1,133.063,10.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
49,326.0,0.43799999999999994,0.451,0.49700000000000005,0.0,0.0,0.0,0.6459999999999999,-9.427,1.0,25.0,0.7829999999999999,2009.0,5.3,123.156,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
50,1419.0,0.00883,0.578,0.765,0.0,7.19e-06,10.0,0.993,-6.931,1.0,13.0,0.835,2020.0,3.9,137.037,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
51,1289.0,0.0239,0.8490000000000001,0.536,1.0,0.0,1.0,0.126,-7.307,1.0,4.0,0.308,2020.0,2.0,141.964,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
52,5952.0,0.0954,0.34700000000000003,0.934,0.0,0.262,7.0,0.087,-7.438,1.0,12.0,0.28300000000000003,2015.0,1.5,147.037,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
53,164.0,0.42700000000000005,0.679,0.44299999999999995,1.0,0.0,10.0,0.106,-8.527999999999999,0.0,4.0,0.363,2019.0,3.0,-104.04899999999999,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
54,5565.0,0.789,0.634,0.304,0.0,4.8200000000000006e-05,0.0,0.12300000000000001,-10.710999999999999,1.0,1.0,0.495,1958.0,3.8,125.279,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
55,6974.0,0.22,0.736,0.525,0.0,0.0015199999999999999,2.0,0.127,-9.693999999999999,1.0,15.0,0.529,2018.0,4.2,102.98700000000001,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
56,10355.0,0.0418,0.491,0.866,0.0,0.0011099999999999999,1.0,0.7609999999999999,-7.44,0.0,1.0,0.7829999999999999,1981.0,2.4,-93.12899999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
57,13017.0,0.662,0.602,0.616,0.0,0.0153,1.0,0.149,-10.917,1.0,3.0,0.31,1998.0,6.1,108.01700000000001,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
58,2608.0,0.0084,0.611,0.82,0.0,0.0,4.0,0.107,-2.784,1.0,1.0,0.7859999999999999,2005.0,3.6,94.98100000000001,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
59,3513.0,0.424,0.647,0.233,0.0,0.0014199999999999998,7.0,0.0914,-13.15,1.0,25.0,0.40299999999999997,1993.0,4.1,165.928,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
60,3926.0,0.7829999999999999,0.596,0.32799999999999996,0.0,0.0,9.0,0.0515,-9.502,0.0,22.0,0.387,1968.0,3.7,-126.359,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
61,7760.0,0.331,0.405,0.6459999999999999,0.0,0.0,4.0,0.10300000000000001,-3.2060000000000004,0.0,6.0,0.17,2019.0,2.6,-130.218,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
62,7121.0,0.816,0.505,0.653,0.0,0.679,10.0,0.361,-8.779,1.0,1.0,0.564,1958.0,2.1,119.39200000000001,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,7083.0,0.904,0.433,0.45899999999999996,0.0,0.7859999999999999,7.0,0.10800000000000001,-8.41,1.0,1.0,0.726,1935.0,1.0,154.805,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,13322.0,0.7040000000000001,0.14300000000000002,0.456,0.0,0.909,9.0,0.408,-7.654,0.0,1.0,0.0379,1949.0,2.2,-73.646,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,14138.0,0.9059999999999999,0.39,0.27699999999999997,0.0,0.0009220000000000001,11.0,0.1,-13.61,1.0,1.0,0.21,1988.0,2.9,144.26,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
66,1087.0,0.941,0.41,0.535,0.0,0.0,3.0,0.226,-5.531000000000001,1.0,23.0,0.584,1957.0,1.9,123.90899999999999,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
67,15927.0,0.7390000000000001,0.391,0.455,0.0,0.00943,7.0,0.0869,-11.632,1.0,1.0,0.282,1979.0,3.1,79.72800000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
68,11153.0,0.546,0.585,0.256,0.0,0.0,2.0,0.617,-17.089000000000002,1.0,1.0,0.7929999999999999,1983.0,3.1,115.227,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
69,10846.0,0.5579999999999999,0.7240000000000001,0.503,0.0,0.0,10.0,0.0852,-6.155,0.0,1.0,0.9390000000000001,1997.0,3.1,-90.169,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
70,8299.0,0.995,0.785,0.0766,0.0,0.0497,9.0,0.11199999999999999,-19.239,1.0,22.0,0.851,1929.0,3.0,120.251,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,2901.0,0.9640000000000001,0.307,0.10300000000000001,0.0,1.4000000000000001e-05,9.0,0.0992,-14.943,1.0,1.0,0.259,1962.0,2.2,111.492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72,4145.0,0.306,0.426,0.784,0.0,0.0,3.0,0.0695,-3.225,1.0,23.0,0.272,2007.0,3.8,147.939,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
73,6093.0,0.057,0.478,0.657,0.0,3.98e-05,11.0,0.151,-4.075,1.0,26.0,0.203,2009.0,3.7,146.075,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
74,11628.0,0.97,0.17800000000000002,0.158,0.0,0.9129999999999999,1.0,0.0856,-16.375999999999998,0.0,1.0,0.106,1945.0,11.7,-81.163,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75,3742.0,0.966,0.6990000000000001,0.349,0.0,0.0107,3.0,0.11,-9.852,1.0,1.0,0.883,1925.0,3.2,158.655,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
76,3233.0,0.662,0.657,0.54,0.0,0.0,5.0,0.12300000000000001,-7.675,1.0,20.0,0.625,2020.0,2.7,136.97,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
77,6793.0,0.21100000000000002,0.703,0.435,0.0,0.0107,4.0,0.102,-13.767999999999999,1.0,9.0,0.8640000000000001,1981.0,3.1,144.369,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
78,7997.0,0.9209999999999999,0.488,0.259,0.0,0.0,4.0,0.138,-15.484000000000002,0.0,1.0,0.7170000000000001,1943.0,2.4,-206.68,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,8467.0,0.7090000000000001,0.62,0.486,0.0,0.298,8.0,0.17800000000000002,-15.152000000000001,1.0,1.0,0.897,1956.0,3.1,115.509,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,4102.0,0.000293,0.409,0.71,0.0,0.51,9.0,0.0827,-6.686,1.0,9.0,0.27399999999999997,1990.0,3.8,153.638,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
81,8704.0,0.0663,0.613,0.631,1.0,0.0,4.0,0.16899999999999998,-6.965,1.0,8.0,0.33,2020.0,2.6,149.99200000000002,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
82,8748.0,0.253,0.446,0.73,0.0,0.00505,0.0,0.258,-6.48,1.0,1.0,0.789,1977.0,3.0,78.64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
83,3662.0,0.0968,0.602,0.569,0.0,0.0,7.0,0.10400000000000001,-8.987,1.0,13.0,0.196,1995.0,3.7,95.022,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
84,10679.0,0.33,0.7170000000000001,0.79,1.0,0.000125,11.0,0.518,-4.213,1.0,14.0,0.371,2017.0,2.8,125.985,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
85,2812.0,0.0501,0.34700000000000003,0.235,0.0,0.129,7.0,0.0759,-17.775,1.0,24.0,0.0586,1984.0,7.3,92.42200000000001,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
86,15516.0,0.0725,0.191,0.406,0.0,0.7829999999999999,9.0,0.0734,-12.165,1.0,9.0,0.0374,1997.0,4.8,117.06200000000001,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
87,3616.0,0.0212,0.759,0.948,0.0,0.336,1.0,0.366,-5.465,1.0,13.0,0.18100000000000002,2019.0,2.5,134.085,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
88,11841.0,0.257,0.597,0.581,0.0,0.0,3.0,0.105,-9.72,1.0,1.0,0.885,1973.0,3.4,107.20200000000001,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
89,10331.0,0.18899999999999997,0.6,0.7609999999999999,0.0,0.0,9.0,0.214,-3.248,1.0,1.0,0.752,1999.0,5.0,134.11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
90,12172.0,0.762,0.718,0.49700000000000005,0.0,0.0274,0.0,0.122,-15.499,1.0,1.0,0.894,1967.0,1.9,89.119,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
91,4878.0,0.9179999999999999,0.349,0.27699999999999997,0.0,0.8690000000000001,2.0,0.133,-13.045,0.0,15.0,0.16,1999.0,2.9,-69.988,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
92,7753.0,0.345,0.578,0.778,0.0,0.0,5.0,0.27,-5.042,1.0,26.0,0.8809999999999999,1996.0,2.4,125.23700000000001,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
93,9652.0,0.0658,0.521,0.804,0.0,0.0,0.0,0.0521,-4.395,1.0,1.0,0.5529999999999999,2014.0,3.7,143.952,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
94,1678.0,0.39899999999999997,0.409,0.226,0.0,0.0,6.0,0.132,-15.290999999999999,1.0,1.0,0.21899999999999997,1986.0,3.8,67.084,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
95,15609.0,0.00213,0.698,0.662,0.0,0.703,1.0,0.047,-12.58,1.0,9.0,0.503,1990.0,5.0,99.661,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
96,14058.0,0.986,0.446,0.226,0.0,0.0,1.0,0.579,-10.585,1.0,1.0,0.249,1953.0,2.1,88.596,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97,4988.0,0.008159999999999999,0.6579999999999999,0.82,0.0,0.0,0.0,0.0839,-5.825,1.0,23.0,0.6970000000000001,2016.0,4.0,112.93799999999999,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
98,674.0,0.382,0.396,0.379,0.0,0.0,8.0,0.105,-14.235999999999999,1.0,1.0,0.368,1988.0,3.3,114.447,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
99,12379.0,0.0661,0.7390000000000001,0.47100000000000003,1.0,9.779999999999999e-05,8.0,0.11599999999999999,-8.456,1.0,28.0,0.31,2018.0,3.2,90.00200000000001,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
100,6223.0,0.8540000000000001,0.59,0.7020000000000001,0.0,0.473,10.0,0.262,-7.1770000000000005,0.0,12.0,0.762,1947.0,2.9,-115.36399999999999,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,11671.0,0.0019199999999999998,0.956,0.72,1.0,0.0,10.0,0.11699999999999999,-2.73,0.0,16.0,0.282,2020.0,2.9,-127.943,10.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
102,5719.0,0.0274,0.317,0.695,0.0,3.96e-06,0.0,0.618,-7.233,1.0,14.0,0.428,1969.0,5.3,136.144,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
103,11230.0,0.401,0.731,0.573,1.0,5.22e-05,4.0,0.113,-10.059,0.0,27.0,0.145,2020.0,3.4,-109.928,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
104,5318.0,0.983,0.295,0.278,0.0,0.000293,3.0,0.191,-13.65,1.0,1.0,0.6759999999999999,1949.0,3.4,181.437,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,3421.0,0.828,0.7140000000000001,0.36700000000000005,0.0,0.39899999999999997,5.0,0.11199999999999999,-12.855,1.0,12.0,0.633,1963.0,8.1,107.32799999999999,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
106,6692.0,0.56,0.35700000000000004,0.28800000000000003,0.0,6.94e-06,7.0,0.16399999999999998,-6.611000000000001,1.0,1.0,0.48700000000000004,1967.0,2.9,91.17399999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
107,6270.0,0.507,0.345,0.584,0.0,0.8029999999999999,5.0,0.0805,-8.975,0.0,31.0,0.46399999999999997,2012.0,5.6,-128.436,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
108,117.0,0.0323,0.5489999999999999,0.455,0.0,6.659999999999999e-05,1.0,0.19399999999999998,-13.142999999999999,0.0,9.0,0.524,1981.0,3.7,-145.126,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
109,6720.0,0.7240000000000001,0.528,0.425,0.0,0.00207,7.0,0.11,-8.689,1.0,1.0,0.309,1968.0,2.6,76.277,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
110,15255.0,0.00231,0.313,0.895,0.0,0.000901,1.0,0.293,-5.101,1.0,27.0,0.609,1979.0,4.1,127.44200000000001,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
