,id,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,release_date,speechiness,tempo,valence,year,duration-min,popularity,mode*tempo,month,month_name,regression_popularity,rp>0,rp>1,rp>2,rp>3
16,10140,0.0145,0.815,0.513,0,0.000102,1,0.14,-8.363,Major,17-01-2020,0.244,96.98200000000001,0.17,2020,4.9,high,96.98200000000001,1,January,3,1,1,1,0
17,2714,0.565,0.725,0.426,0,2.33e-06,9,0.11,-13.065999999999999,Major,24-05-1993,0.0272,110.262,0.7909999999999999,1993,3.8,average,110.262,5,May,2,1,1,0,0
18,1332,0.809,0.353,0.39299999999999996,0,3.45e-05,5,0.687,-10.853,Minor,01-01-1958,0.0675,132.14600000000002,0.24100000000000002,1958,32.0,very low,-132.14600000000002,1,January,0,0,0,0,0
19,10348,0.434,0.897,0.6459999999999999,0,0.29100000000000004,3,0.0912,-6.398,Minor,01-01-1987,0.0302,113.774,0.45399999999999996,1987,4.7,high,-113.774,1,January,3,1,1,1,0
20,7295,0.0033299999999999996,0.488,0.9590000000000001,0,0.0767,9,0.025,-5.575,Major,01-01-1984,0.0758,166.799,0.67,1984,4.2,average,166.799,1,January,2,1,1,0,0
21,12512,0.519,0.741,0.615,0,0.000344,0,0.40700000000000003,-8.072000000000001,Major,01-08-1967,0.0358,128.496,0.799,1967,2.8,high,128.496,1,January,3,1,1,1,0
22,402,0.725,0.6509999999999999,0.0867,0,6.54e-05,5,0.16899999999999998,-18.882,Major,01-01-1926,0.048,87.221,0.54,1926,3.1,average,87.221,1,January,2,1,1,0,0
23,12429,0.8190000000000001,0.49700000000000005,0.132,0,2.96e-06,4,0.0883,-18.248,Major,01-01-1959,0.0423,129.403,0.47200000000000003,1959,3.2,very low,129.403,1,January,0,0,0,0,0
24,15122,0.00024700000000000004,0.8029999999999999,0.7809999999999999,0,0.895,4,0.0831,-8.687999999999999,Minor,06-01-2011,0.0593,124.014,0.743,2011,8.6,very low,-124.014,6,June,0,0,0,0,0
25,4446,3.41e-05,0.537,0.98,1,0.337,11,0.9670000000000001,-7.644,Minor,19-12-2014,0.0533,139.998,0.34700000000000003,2014,4.0,very low,-139.998,12,December,0,0,0,0,0
26,9408,0.0686,0.5479999999999999,0.72,0,0.00023199999999999997,1,0.107,-9.777000000000001,Minor,01-01-1977,0.0409,140.966,0.45799999999999996,1977,3.8,high,-140.966,1,January,3,1,1,1,0
27,5041,0.0377,0.523,0.8320000000000001,0,1.55e-06,6,0.7559999999999999,-5.996,Major,06-08-2020,0.051,96.92299999999999,0.509,2020,5.8,very low,96.92299999999999,6,June,0,0,0,0,0
28,10586,0.787,0.631,0.28,0,0.332,7,0.205,-18.542,Major,01-01-1964,0.0419,76.529,0.556,1964,3.9,low,76.529,1,January,1,1,0,0,0
29,8176,0.557,0.8079999999999999,0.508,0,0.0,0,0.0578,-6.428999999999999,Minor,27-09-2005,0.0409,130.999,0.82,2005,4.2,average,-130.999,9,September,2,1,1,0,0
30,8101,0.8190000000000001,0.622,0.326,0,0.536,4,0.7190000000000001,-18.177,Major,29-06-2010,0.0407,100.45299999999999,0.49,2010,9.1,very low,100.45299999999999,6,June,0,0,0,0,0
31,10157,0.6609999999999999,0.342,0.8079999999999999,0,0.0234,2,0.10400000000000001,-7.222,Major,03-12-1965,0.0573,138.657,0.418,1965,2.7,low,138.657,3,March,1,1,0,0,0
32,8044,0.682,0.501,0.374,0,0.0,0,0.276,-6.489,Major,01-01-1977,0.028999999999999998,166.69099999999997,0.813,1977,2.2,average,166.69099999999997,1,January,2,1,1,0,0
33,3082,0.00998,0.917,0.529,1,0.0,1,0.0884,-3.785,Minor,06-11-2020,0.10099999999999999,122.0,0.289,2020,2.5,high,-122.0,6,June,3,1,1,1,0
34,7102,0.000891,0.48100000000000004,0.94,0,0.0,7,0.0939,-5.204,Major,16-05-2000,0.066,96.493,0.66,2000,3.2,high,96.493,5,May,3,1,1,1,0
35,3625,0.861,0.49,0.297,0,0.0,0,0.0979,-6.504,Major,02-10-2020,0.0305,127.079,0.27399999999999997,2020,3.9,low,127.079,2,February,1,1,0,0,0
36,14161,0.736,0.7190000000000001,0.22,0,9.4e-06,11,0.11800000000000001,-11.811,Major,01-01-1994,0.0294,115.375,0.168,1994,4.3,average,115.375,1,January,2,1,1,0,0
37,13752,0.153,0.457,0.602,0,0.897,7,0.132,-11.774000000000001,Major,01-01-1979,0.0361,129.507,0.769,1979,2.7,low,129.507,1,January,1,1,0,0,0
38,7119,0.9129999999999999,0.652,0.267,0,4.91e-06,8,0.0986,-10.134,Major,01-01-1927,0.081,143.142,0.9009999999999999,1927,2.7,very low,143.142,1,January,0,0,0,0,0
39,11726,0.988,0.5489999999999999,0.276,0,0.883,11,0.154,-17.845,Major,01-01-1946,0.0394,143.393,0.846,1946,3.0,very low,143.393,1,January,0,0,0,0,0
40,14714,2.62e-05,0.345,0.914,0,0.000352,9,0.16399999999999998,-5.145,Major,26-09-1990,0.0696,150.149,0.188,1990,6.8,average,150.149,9,September,2,1,1,0,0
41,4236,0.9540000000000001,0.596,0.145,0,0.0012699999999999999,4,0.687,-16.797,Major,01-01-1994,0.0487,80.03,0.643,1994,2.9,average,80.03,1,January,2,1,1,0,0
42,15490,0.996,0.544,0.364,0,0.85,7,0.266,-14.157,Major,12-07-1925,0.0577,133.778,0.674,1925,2.5,very low,133.778,12,December,0,0,0,0,0
43,3275,0.551,0.638,0.605,0,0.0,9,0.10099999999999999,-6.14,Major,01-03-1964,0.0352,133.748,0.8690000000000001,1964,2.8,low,133.748,1,January,1,1,0,0,0
44,13169,0.958,0.53,0.14300000000000002,0,0.49700000000000005,8,0.278,-17.471,Major,14-12-1959,0.0423,125.464,0.11900000000000001,1959,7.4,average,125.464,12,December,2,1,1,0,0
45,12880,0.0217,0.84,0.41200000000000003,0,0.784,1,0.040999999999999995,-14.23,Major,01-01-1967,0.055999999999999994,122.807,0.963,1967,2.6,average,122.807,1,January,2,1,1,0,0
46,7183,0.395,0.5489999999999999,0.636,1,0.0,10,0.0974,-3.923,Minor,01-01-2005,0.376,182.363,0.6609999999999999,2005,4.2,high,-182.363,1,January,3,1,1,1,0
47,6916,0.000851,0.6459999999999999,0.716,0,0.757,1,0.179,-11.665,Major,03-03-2020,0.0282,124.008,0.53,2020,4.5,low,124.008,3,March,1,1,0,0,0
48,13867,0.0144,0.603,0.9079999999999999,0,0.0,11,0.6709999999999999,-5.254,Major,24-10-2000,0.184,133.063,0.457,2000,3.1,high,133.063,10,October,3,1,1,1,0
49,326,0.43799999999999994,0.451,0.49700000000000005,0,0.0,0,0.6459999999999999,-9.427,Major,25-05-2009,0.0313,123.156,0.7829999999999999,2009,5.3,very low,123.156,5,May,0,0,0,0,0
50,1419,0.00883,0.578,0.765,0,7.19e-06,10,0.993,-6.931,Major,13-03-2020,0.0387,137.037,0.835,2020,3.9,very low,137.037,3,March,0,0,0,0,0
51,1289,0.0239,0.8490000000000001,0.536,1,0.0,1,0.126,-7.307,Major,04-08-2020,0.349,141.964,0.308,2020,2.0,very high,141.964,4,April,4,1,1,1,1
52,5952,0.0954,0.34700000000000003,0.934,0,0.262,7,0.087,-7.438,Major,12-12-2015,0.0764,147.037,0.28300000000000003,2015,1.5,very low,147.037,12,December,0,0,0,0,0
53,164,0.42700000000000005,0.679,0.44299999999999995,1,0.0,10,0.106,-8.527999999999999,Minor,04-10-2019,0.153,104.04899999999999,0.363,2019,3.0,high,-104.04899999999999,4,April,3,1,1,1,0
54,5565,0.789,0.634,0.304,0,4.8200000000000006e-05,0,0.12300000000000001,-10.710999999999999,Major,01-01-1958,0.0522,125.279,0.495,1958,3.8,average,125.279,1,January,2,1,1,0,0
55,6974,0.22,0.736,0.525,0,0.0015199999999999999,2,0.127,-9.693999999999999,Major,15-02-2018,0.0296,102.98700000000001,0.529,2018,4.2,high,102.98700000000001,2,February,3,1,1,1,0
56,10355,0.0418,0.491,0.866,0,0.0011099999999999999,1,0.7609999999999999,-7.44,Minor,01-01-1981,0.0564,93.12899999999999,0.7829999999999999,1981,2.4,low,-93.12899999999999,1,January,1,1,0,0,0
57,13017,0.662,0.602,0.616,0,0.0153,1,0.149,-10.917,Major,03-03-1998,0.0353,108.01700000000001,0.31,1998,6.1,high,108.01700000000001,3,March,3,1,1,1,0
58,2608,0.0084,0.611,0.82,0,0.0,4,0.107,-2.784,Major,01-01-2005,0.0316,94.98100000000001,0.7859999999999999,2005,3.6,high,94.98100000000001,1,January,3,1,1,1,0
59,3513,0.424,0.647,0.233,0,0.0014199999999999998,7,0.0914,-13.15,Major,25-04-1993,0.0361,165.928,0.40299999999999997,1993,4.1,average,165.928,4,April,2,1,1,0,0
60,3926,0.7829999999999999,0.596,0.32799999999999996,0,0.0,9,0.0515,-9.502,Minor,22-01-1968,0.0348,126.359,0.387,1968,3.7,low,-126.359,1,January,1,1,0,0,0
61,7760,0.331,0.405,0.6459999999999999,0,0.0,4,0.10300000000000001,-3.2060000000000004,Minor,06-09-2019,0.0476,130.218,0.17,2019,2.6,high,-130.218,6,June,3,1,1,1,0
62,7121,0.816,0.505,0.653,0,0.679,10,0.361,-8.779,Major,01-01-1958,0.0525,119.39200000000001,0.564,1958,2.1,very low,119.39200000000001,1,January,0,0,0,0,0
63,7083,0.904,0.433,0.45899999999999996,0,0.7859999999999999,7,0.10800000000000001,-8.41,Major,01-01-1935,0.0418,154.805,0.726,1935,1.0,very low,154.805,1,January,0,0,0,0,0
64,13322,0.7040000000000001,0.14300000000000002,0.456,0,0.909,9,0.408,-7.654,Minor,01-01-1949,0.0335,73.646,0.0379,1949,2.2,very low,-73.646,1,January,0,0,0,0,0
65,14138,0.9059999999999999,0.39,0.27699999999999997,0,0.0009220000000000001,11,0.1,-13.61,Major,01-01-1988,0.0325,144.26,0.21,1988,2.9,average,144.26,1,January,2,1,1,0,0
66,1087,0.941,0.41,0.535,0,0.0,3,0.226,-5.531000000000001,Major,23-02-1957,0.0401,123.90899999999999,0.584,1957,1.9,very low,123.90899999999999,2,February,0,0,0,0,0
67,15927,0.7390000000000001,0.391,0.455,0,0.00943,7,0.0869,-11.632,Major,01-01-1979,0.033,79.72800000000001,0.282,1979,3.1,average,79.72800000000001,1,January,2,1,1,0,0
68,11153,0.546,0.585,0.256,0,0.0,2,0.617,-17.089000000000002,Major,01-01-1983,0.08,115.227,0.7929999999999999,1983,3.1,low,115.227,1,January,1,1,0,0,0
69,10846,0.5579999999999999,0.7240000000000001,0.503,0,0.0,10,0.0852,-6.155,Minor,01-01-1997,0.0359,90.169,0.9390000000000001,1997,3.1,average,-90.169,1,January,2,1,1,0,0
70,8299,0.995,0.785,0.0766,0,0.0497,9,0.11199999999999999,-19.239,Major,22-10-1929,0.0622,120.251,0.851,1929,3.0,very low,120.251,10,October,0,0,0,0,0
71,2901,0.9640000000000001,0.307,0.10300000000000001,0,1.4000000000000001e-05,9,0.0992,-14.943,Major,01-12-1962,0.0312,111.492,0.259,1962,2.2,very low,111.492,1,January,0,0,0,0,0
72,4145,0.306,0.426,0.784,0,0.0,3,0.0695,-3.225,Major,23-10-2007,0.0421,147.939,0.272,2007,3.8,average,147.939,10,October,2,1,1,0,0
73,6093,0.057,0.478,0.657,0,3.98e-05,11,0.151,-4.075,Major,26-11-2009,0.0321,146.075,0.203,2009,3.7,very low,146.075,11,November,0,0,0,0,0
74,11628,0.97,0.17800000000000002,0.158,0,0.9129999999999999,1,0.0856,-16.375999999999998,Minor,01-01-1945,0.0459,81.163,0.106,1945,11.7,very low,-81.163,1,January,0,0,0,0,0
75,3742,0.966,0.6990000000000001,0.349,0,0.0107,3,0.11,-9.852,Major,01-01-1925,0.0553,158.655,0.883,1925,3.2,very low,158.655,1,January,0,0,0,0,0
76,3233,0.662,0.657,0.54,0,0.0,5,0.12300000000000001,-7.675,Major,20-11-2020,0.0287,136.97,0.625,2020,2.7,very high,136.97,11,November,4,1,1,1,1
77,6793,0.21100000000000002,0.703,0.435,0,0.0107,4,0.102,-13.767999999999999,Major,09-11-1981,0.0319,144.369,0.8640000000000001,1981,3.1,low,144.369,9,September,1,1,0,0,0
78,7997,0.9209999999999999,0.488,0.259,0,0.0,4,0.138,-15.484000000000002,Minor,01-01-1943,0.376,206.68,0.7170000000000001,1943,2.4,very low,-206.68,1,January,0,0,0,0,0
79,8467,0.7090000000000001,0.62,0.486,0,0.298,8,0.17800000000000002,-15.152000000000001,Major,01-01-1956,0.0469,115.509,0.897,1956,3.1,very low,115.509,1,January,0,0,0,0,0
80,4102,0.000293,0.409,0.71,0,0.51,9,0.0827,-6.686,Major,09-10-1990,0.0293,153.638,0.27399999999999997,1990,3.8,average,153.638,9,September,2,1,1,0,0
81,8704,0.0663,0.613,0.631,1,0.0,4,0.16899999999999998,-6.965,Major,08-12-2020,0.12,149.99200000000002,0.33,2020,2.6,very high,149.99200000000002,8,August,4,1,1,1,1
82,8748,0.253,0.446,0.73,0,0.00505,0,0.258,-6.48,Major,01-01-1977,0.0271,78.64,0.789,1977,3.0,low,78.64,1,January,1,1,0,0,0
83,3662,0.0968,0.602,0.569,0,0.0,7,0.10400000000000001,-8.987,Major,13-10-1995,0.023,95.022,0.196,1995,3.7,average,95.022,10,October,2,1,1,0,0
84,10679,0.33,0.7170000000000001,0.79,1,0.000125,11,0.518,-4.213,Major,14-04-2017,0.2,125.985,0.371,2017,2.8,high,125.985,4,April,3,1,1,1,0
85,2812,0.0501,0.34700000000000003,0.235,0,0.129,7,0.0759,-17.775,Major,24-08-1984,0.0287,92.42200000000001,0.0586,1984,7.3,average,92.42200000000001,8,August,2,1,1,0,0
86,15516,0.0725,0.191,0.406,0,0.7829999999999999,9,0.0734,-12.165,Major,09-06-1997,0.0383,117.06200000000001,0.0374,1997,4.8,average,117.06200000000001,9,September,2,1,1,0,0
87,3616,0.0212,0.759,0.948,0,0.336,1,0.366,-5.465,Major,13-12-2019,0.114,134.085,0.18100000000000002,2019,2.5,very low,134.085,12,December,0,0,0,0,0
88,11841,0.257,0.597,0.581,0,0.0,3,0.105,-9.72,Major,01-01-1973,0.0449,107.20200000000001,0.885,1973,3.4,high,107.20200000000001,1,January,3,1,1,1,0
89,10331,0.18899999999999997,0.6,0.7609999999999999,0,0.0,9,0.214,-3.248,Major,01-01-1999,0.0327,134.11,0.752,1999,5.0,average,134.11,1,January,2,1,1,0,0
90,12172,0.762,0.718,0.49700000000000005,0,0.0274,0,0.122,-15.499,Major,01-01-1967,0.0607,89.119,0.894,1967,1.9,low,89.119,1,January,1,1,0,0,0
91,4878,0.9179999999999999,0.349,0.27699999999999997,0,0.8690000000000001,2,0.133,-13.045,Minor,15-11-1999,0.0343,69.988,0.16,1999,2.9,low,-69.988,11,November,1,1,0,0,0
92,7753,0.345,0.578,0.778,0,0.0,5,0.27,-5.042,Major,26-03-1996,0.0287,125.23700000000001,0.8809999999999999,1996,2.4,low,125.23700000000001,3,March,1,1,0,0,0
93,9652,0.0658,0.521,0.804,0,0.0,0,0.0521,-4.395,Major,01-07-2014,0.0569,143.952,0.5529999999999999,2014,3.7,high,143.952,1,January,3,1,1,1,0
94,1678,0.39899999999999997,0.409,0.226,0,0.0,6,0.132,-15.290999999999999,Major,01-01-1986,0.0279,67.084,0.21899999999999997,1986,3.8,low,67.084,1,January,1,1,0,0,0
95,15609,0.00213,0.698,0.662,0,0.703,1,0.047,-12.58,Major,09-11-1990,0.111,99.661,0.503,1990,5.0,average,99.661,9,September,2,1,1,0,0
96,14058,0.986,0.446,0.226,0,0.0,1,0.579,-10.585,Major,01-01-1953,0.0394,88.596,0.249,1953,2.1,very low,88.596,1,January,0,0,0,0,0
97,4988,0.008159999999999999,0.6579999999999999,0.82,0,0.0,0,0.0839,-5.825,Major,23-09-2016,0.0674,112.93799999999999,0.6970000000000001,2016,4.0,high,112.93799999999999,9,September,3,1,1,1,0
98,674,0.382,0.396,0.379,0,0.0,8,0.105,-14.235999999999999,Major,01-01-1988,0.043,114.447,0.368,1988,3.3,average,114.447,1,January,2,1,1,0,0
99,12379,0.0661,0.7390000000000001,0.47100000000000003,1,9.779999999999999e-05,8,0.11599999999999999,-8.456,Major,28-09-2018,0.0436,90.00200000000001,0.31,2018,3.2,high,90.00200000000001,9,September,3,1,1,1,0
100,6223,0.8540000000000001,0.59,0.7020000000000001,0,0.473,10,0.262,-7.1770000000000005,Minor,12-01-1947,0.0706,115.36399999999999,0.762,1947,2.9,very low,-115.36399999999999,12,December,0,0,0,0,0
101,11671,0.0019199999999999998,0.956,0.72,1,0.0,10,0.11699999999999999,-2.73,Minor,16-10-2020,0.17300000000000001,127.943,0.282,2020,2.9,high,-127.943,10,October,3,1,1,1,0
102,5719,0.0274,0.317,0.695,0,3.96e-06,0,0.618,-7.233,Major,14-11-1969,0.0363,136.144,0.428,1969,5.3,low,136.144,11,November,1,1,0,0,0
103,11230,0.401,0.731,0.573,1,5.22e-05,4,0.113,-10.059,Minor,27-11-2020,0.0544,109.928,0.145,2020,3.4,very high,-109.928,11,November,4,1,1,1,1
104,5318,0.983,0.295,0.278,0,0.000293,3,0.191,-13.65,Major,01-12-1949,0.0402,181.437,0.6759999999999999,1949,3.4,very low,181.437,1,January,0,0,0,0,0
105,3421,0.828,0.7140000000000001,0.36700000000000005,0,0.39899999999999997,5,0.11199999999999999,-12.855,Major,12-02-1963,0.0328,107.32799999999999,0.633,1963,8.1,average,107.32799999999999,12,December,2,1,1,0,0
106,6692,0.56,0.35700000000000004,0.28800000000000003,0,6.94e-06,7,0.16399999999999998,-6.611000000000001,Major,01-01-1967,0.0281,91.17399999999999,0.48700000000000004,1967,2.9,low,91.17399999999999,1,January,1,1,0,0,0
107,6270,0.507,0.345,0.584,0,0.8029999999999999,5,0.0805,-8.975,Minor,31-03-2012,0.0374,128.436,0.46399999999999997,2012,5.6,very low,-128.436,3,March,0,0,0,0,0
108,117,0.0323,0.5489999999999999,0.455,0,6.659999999999999e-05,1,0.19399999999999998,-13.142999999999999,Minor,09-11-1981,0.0319,145.126,0.524,1981,3.7,low,-145.126,9,September,1,1,0,0,0
109,6720,0.7240000000000001,0.528,0.425,0,0.00207,7,0.11,-8.689,Major,01-01-1968,0.027000000000000003,76.277,0.309,1968,2.6,low,76.277,1,January,1,1,0,0,0
110,15255,0.00231,0.313,0.895,0,0.000901,1,0.293,-5.101,Major,27-10-1979,0.0567,127.44200000000001,0.609,1979,4.1,low,127.44200000000001,10,October,1,1,0,0,0
111,365,0.9520000000000001,0.0896,0.0232,0,0.0123,5,0.14,-34.943000000000005,Major,29-10-1993,0.0482,169.338,0.0792,1993,3.6,average,169.338,10,October,2,1,1,0,0
112,3948,0.0178,0.43700000000000006,0.647,0,0.0,9,0.106,-5.371,Major,14-04-2015,0.0371,176.032,0.218,2015,3.5,high,176.032,4,April,3,1,1,1,0
113,5779,0.00594,0.613,0.754,0,0.00031800000000000003,4,0.33,-8.191,Minor,21-09-1998,0.0318,104.65100000000001,0.5760000000000001,1998,4.1,average,-104.65100000000001,9,September,2,1,1,0,0
114,13201,0.34,0.723,0.201,1,0.0,0,0.607,-18.792,Major,01-01-1929,0.9079999999999999,124.477,0.7759999999999999,1929,4.2,very low,124.477,1,January,0,0,0,0,0
115,11769,0.0956,0.833,0.6809999999999999,0,0.0,1,0.0414,-6.028,Minor,01-01-2004,0.215,95.48,0.887,2004,4.7,high,-95.48,1,January,3,1,1,1,0
116,3637,0.0623,0.7509999999999999,0.938,0,0.0021,7,0.126,-9.898,Major,07-03-1995,0.0617,120.038,0.767,1995,4.8,low,120.038,7,July,1,1,0,0,0
117,4518,0.847,0.16899999999999998,0.287,0,0.00168,7,0.0898,-14.232999999999999,Major,01-01-1941,0.0364,101.42200000000001,0.319,1941,1.6,very low,101.42200000000001,1,January,0,0,0,0,0
118,11725,0.856,0.253,0.18899999999999997,0,4.44e-06,8,0.11199999999999999,-17.741,Major,01-01-1963,0.0348,133.591,0.14300000000000002,1963,2.5,low,133.591,1,January,1,1,0,0,0
119,5162,0.0217,0.581,0.5329999999999999,0,0.00539,4,0.259,-8.433,Minor,20-04-2018,0.0274,87.01700000000001,0.466,2018,3.9,high,-87.01700000000001,4,April,3,1,1,1,0
120,6346,0.282,0.665,0.48700000000000004,0,0.0,10,0.16899999999999998,-10.529000000000002,Major,01-01-1967,0.0442,126.137,0.43700000000000006,1967,3.5,low,126.137,1,January,1,1,0,0,0
121,805,0.0834,0.342,0.7809999999999999,0,0.0019100000000000002,2,0.204,-7.899,Major,01-04-1976,0.10099999999999999,135.19799999999998,0.19699999999999998,1976,20.6,low,135.19799999999998,1,January,1,1,0,0,0
122,13465,0.0558,0.6859999999999999,0.332,0,0.0014199999999999998,7,0.368,-16.984,Major,01-01-1987,0.0268,109.06700000000001,0.64,1987,3.4,average,109.06700000000001,1,January,2,1,1,0,0
123,2643,0.000193,0.5539999999999999,0.991,0,0.872,7,0.245,-3.142,Major,29-12-2020,0.0696,170.013,0.526,2020,5.7,very low,170.013,12,December,0,0,0,0,0
124,567,0.764,0.703,0.18,0,0.0,2,0.12,-18.542,Major,07-07-1970,0.0377,125.25,0.777,1970,3.2,low,125.25,7,July,1,1,0,0,0
125,9231,0.000132,0.534,0.787,0,0.0025,1,0.366,-10.579,Minor,01-09-1990,0.0429,83.896,0.319,1990,4.8,low,-83.896,1,January,1,1,0,0,0
126,8225,0.424,0.63,0.17800000000000002,0,0.0,10,0.365,-22.076,Minor,01-01-1926,0.9470000000000001,171.11700000000002,0.19899999999999998,1926,2.3,very low,-171.11700000000002,1,January,0,0,0,0,0
127,7789,0.000421,0.263,0.828,0,0.018000000000000002,4,0.23199999999999998,-8.225,Minor,17-06-1996,0.0412,99.09200000000001,0.584,1996,9.8,average,-99.09200000000001,6,June,2,1,1,0,0
128,1180,0.9640000000000001,0.414,0.187,0,0.0183,7,0.109,-13.253,Major,03-04-2012,0.0326,127.323,0.276,2012,4.4,average,127.323,3,March,2,1,1,0,0
129,13287,0.28,0.809,0.575,0,0.122,11,0.41100000000000003,-11.967,Major,31-10-1981,0.0275,96.179,0.966,1981,4.7,average,96.179,10,October,2,1,1,0,0
130,14664,0.986,0.588,0.37799999999999995,0,0.0286,2,0.16899999999999998,-15.305,Major,20-03-1949,0.0547,169.23,0.961,1949,2.7,very low,169.23,3,March,0,0,0,0,0
131,4895,0.991,0.38799999999999996,0.46399999999999997,0,0.8140000000000001,3,0.36200000000000004,-15.199000000000002,Minor,01-01-1930,0.114,117.14299999999999,0.55,1930,2.9,very low,-117.14299999999999,1,January,0,0,0,0,0
132,6924,0.8190000000000001,0.409,0.251,0,0.0,4,0.157,-8.872,Minor,21-01-2013,0.0812,209.12,0.17800000000000002,2013,4.2,very low,-209.12,1,January,0,0,0,0,0
133,7184,0.0002,0.597,0.976,0,0.000164,11,0.114,-3.998,Minor,16-09-2002,0.0646,97.59700000000001,0.584,2002,3.9,average,-97.59700000000001,9,September,2,1,1,0,0
134,10521,0.0793,0.648,0.537,0,1.31e-05,7,0.45,-6.376,Major,01-01-2004,0.0364,140.121,0.978,2004,3.4,average,140.121,1,January,2,1,1,0,0
135,9571,0.961,0.251,0.27699999999999997,0,1.64e-05,10,0.9059999999999999,-12.376,Major,01-01-1934,0.0512,69.91199999999999,0.32299999999999995,1934,3.3,very low,69.91199999999999,1,January,0,0,0,0,0
136,11588,0.377,0.628,0.138,1,0.0,7,0.354,-17.732,Major,01-01-1940,0.963,167.58599999999998,0.48700000000000004,1940,1.7,very low,167.58599999999998,1,January,0,0,0,0,0
137,7764,0.00145,0.5920000000000001,0.782,0,0.244,4,0.14800000000000002,-8.875,Major,12-09-1981,0.0305,122.762,0.784,1981,5.1,low,122.762,12,December,1,1,0,0,0
138,11511,0.308,0.586,0.38799999999999996,0,0.233,4,0.0958,-12.947000000000001,Major,21-04-1992,0.0749,106.84299999999999,0.32899999999999996,1992,2.7,low,106.84299999999999,4,April,1,1,0,0,0
139,1066,0.275,0.6629999999999999,0.209,1,0.0,1,0.22,-16.303,Major,01-01-1926,0.951,91.444,0.602,1926,2.2,very low,91.444,1,January,0,0,0,0,0
140,1469,0.076,0.899,0.626,0,0.0,6,0.0631,-4.228,Minor,22-01-2021,0.292,88.007,0.873,2021,3.9,very low,-88.007,1,January,0,0,0,0,0
141,4662,0.281,0.644,0.58,0,0.0,11,0.0652,-6.819,Major,01-04-1984,0.0226,96.475,0.591,1984,3.7,high,96.475,1,January,3,1,1,1,0
